question_index,question,intent
492,"Trong hiện tượng nhiễu xạ, (1) khi nào xảy ra nhiễu xạ Fresnel, và (2) khi nào xảy ra nhiễu xạ Fraunhofer?",tra_cuu
493,Hiện tượng giao thoa sóng xảy ra khi nào?,tra_cuu
494,Mét được định nghĩa dựa trên hiện tượng nào và giây được định nghĩa dựa trên dao động của nguyên tử nào?,tra_cuu
495,Nếu forget gate trong LSTM có giá trị bằng 0 thì điều gì xảy ra với thông tin lưu trữ trong cell state?,tra_cuu
496,"Nội dung chính của tài liệu Public_124, hướng dẫn khai báo QoS cho thiết bị truyền dẫn Viba, là gì?",tra_cuu
497,Ai là người giải thích thành công hiện tượng quang điện bằng thuyết lượng tử ánh sáng?,tra_cuu
498,"Trong tài liệu Public_120, cho điểm X1 = (5, 2, 4); X2 = (3, 8, 1). Tính khoảng cách Euclidean của chúng dựa trên công thức trong phần MLkNN.",tinh_toan
499,"Dựa trên kết quả CIFAR-10, độ chênh lệch tỉ lệ nhận dạng đúng giữa SGD with momentum và AdaDelta là bao nhiêu phần trăm?",tra_cuu
500,Hiện tượng quang điện ngoài là gì?,tra_cuu
501,Điều kiện cần và đủ để một vật rắn ở trạng thái cân bằng là:,tra_cuu
502,"Một điện tích thử q=+2 Cq = +2 \, Cq=+2C được dịch chuyển trong điện trường từ điểm M đến điểm N. Công của lực điện thực hiện là 10 J10 \, J10J. Hiệu điện thế giữa hai điểm M và N bằng bao nhiêu?",tinh_toan
503,Một ngọn lửa đèn cồn có chứa muối Na khi đốt sẽ cho ánh sáng màu vàng đặc trưng. Ánh sáng này thuộc loại quang phổ nào?,tra_cuu
504,Đơn vị của công và năng lượng trong hệ SI là:,tra_cuu
505,Hàm mục tiêu Fisher cho bài toán 2 lớp được viết dưới dạng nào?,tra_cuu
506,"Theo tài liệu Public_111, công thức tính xác suất đồng thời của mạng Bayes dựa trên công thức toán học nào?",tra_cuu
507,Hai thuật toán quan trọng trong Linear-Chain CRFs lần lượt được dùng cho huấn luyện và suy luận là gì?,tra_cuu
508,"Trong chuyển động tròn đều, vectơ vận tốc của vật luôn:",tra_cuu
509,Điểm chung của mọi dạng chuyển động trong không gian hai chiều là:,tra_cuu
510,Nghiệm w tối ưu (Fisher) có thể chọn tỉ lệ theo biểu thức nào?,tra_cuu
511,Trọng tâm của một vật rắn là:,tra_cuu
512,Ứng dụng quan trọng của âm học trong thực tiễn là gì?,tra_cuu
513,Mô hình nào sử dụng self-attention để thay thế RNN trong hệ gợi ý tuần tự?,tra_cuu
514,"Trong va chạm đàn hồi, động lượng của hệ có đặc điểm gì và năng lượng của hệ có đặc điểm gì?",tra_cuu
515,"Một sợi dây dài 1,2m được căng cố định hai đầu. Trên dây có sóng dừng với 3 bụng sóng. Biết vận tốc truyền sóng trên dây là 60m/s. Tần số của sóng bằng bao nhiêu?",tinh_toan
516,Khái niệm cân bằng tĩnh thường được ứng dụng nhiều nhất trong lĩnh vực nào?,tra_cuu
517,Đơn vị của tốc độ góc trong hệ SI là:,tra_cuu
518,"Theo tài liệu Public_124, chỉ số CDR và HOSR lần lượt có ý nghĩa gì?",tra_cuu
519,Trình bày nội dung chính của Định lý công - động năng.,tra_cuu
520,"Dựa trên thông tin từ tài liệu Public_110 về BERT4Rec và chuỗi sản phẩm, nếu trong một chuỗi lịch sử gồm 10 sản phẩm, BERT4Rec ẩn ngẫu nhiên 20% để dự đoán lại, thì có bao nhiêu sản phẩm bị ẩn?",tra_cuu
521,"Định luật II Newton cho biết mối quan hệ giữa lực và gia tốc, và định luật III Newton mô tả mối quan hệ giữa hai lực nào?",tra_cuu
522,"Sử dụng tài liệu `Public_117`, tính P(y=1∣x=1) theo quy tắc Bayes với y∈{0,1} có P(y=1)=0.4 và x∈{0,1} có P(x=1∣y=1)=0.9, P(x=1∣y=0)=0.2.",tinh_toan
523,"Trong nghiên cứu quang phổ, (1) quang phổ vạch phát xạ xuất hiện khi nào, và (2) quang phổ vạch hấp thụ xuất hiện khi nào?",tra_cuu
524,Điểm chung của các chuẩn đo lường cơ bản trong hệ SI là:,tra_cuu
525,"Áp kế thủy ngân của Torricelli được dùng để đo đại lượng nào, và giá trị đo phụ thuộc vào yếu tố nào?",tra_cuu
526,"Một vật có diện tích đáy tiếp xúc với chất lỏng là 0,5 𝑚2. Nếu áp suất của chất lỏng tác dụng lên bề mặt đó là 2000Pa, thì lực mà chất lỏng tác dụng lên vật là bao nhiêu?",tinh_toan
527,"Trong nguyên tử Hydro, khi electron chuyển từ mức năng lượng cao xuống mức thấp hơn, dạng năng lượng nào được phát ra?",tra_cuu
528,"Trong hệ tọa độ cực, một điểm có tọa độ (r, θ). Công thức chuyển đổi sang tọa độ Descartes là:",tra_cuu
529,CIDNet sử dụng kiến trúc mạng nào để xử lý ảnh ánh sáng yếu?,tra_cuu
530,Lực ma sát trượt có những đặc điểm nào?,tra_cuu
531,Công do một lực sinh ra được tính bằng:,tinh_toan
532,"Trong quá trình ước lượng chiếu sáng kép, ảnh đảo ngược (I_inv) được dùng để làm gì?",tra_cuu
533,Mục tiêu chính của phương pháp dual illumination estimation được trình bày trong tài liệu Public_122 là gì?,tra_cuu
534,BERT4Rec sử dụng mục tiêu huấn luyện nào để dự đoán sản phẩm bị ẩn?,tra_cuu
535,"Trong thí nghiệm giao thoa sóng mặt nước, tại những điểm cực đại giao thoa ta có đặc điểm gì?",tra_cuu
536,Nội dung chính của tài liệu Public_112 là gì?,tra_cuu
537,Biến forward αt(i) trong thuật toán Forward biểu diễn điều gì?,tra_cuu
538,Văn bản chủ yếu tập trung nghiên cứu vấn đề gì?,tra_cuu
539,"Trong ví dụ của tài liệu, Linear-Chain CRFs được minh họa cho hai bài toán nào?",tra_cuu
540,"Trong sóng dừng trên sợi dây, (1) bụng sóng có đặc điểm dao động gì, và (2) nút sóng có đặc điểm dao động thế nào?",tra_cuu
541,"Theo Bohr, (1) electron chỉ tồn tại ổn định ở đâu, và (2) khi electron chuyển quỹ đạo thì điều gì xảy ra?",tra_cuu
542,Thuật toán nào thường được dùng để tối ưu tham số trong huấn luyện mạng nơ-ron sâu?,tra_cuu
543,Tia sáng truyền từ không khí vào nước bị gãy khúc. Hiện tượng này gọi là gì?,tra_cuu
544,Hai giả định cơ bản của Hidden Markov Model là gì?,tra_cuu
545,Nội dung chính của tài liệu tập trung vào vấn đề gì?,tra_cuu
546,Muốn một vật rắn ở trạng thái cân bằng cần điều kiện gì về lực và điều kiện gì về mômen lực?,tra_cuu
547,"Trong hiện tượng quang điện, (1) điều kiện để electron quang điện bật ra khỏi kim loại là gì, và (2) năng lượng dư thừa sau khi thắng công thoát biến thành dạng nào?",tra_cuu
548,"Giả sử 2 lớp có m1−m2 = [2, −1]^T, và S_W = [[5, 1], [1, 2]]. Tính hướng phân biệt tuyến tính của Fisher (Fisher's linear discriminant direction) w, biết rằng w tỉ lệ với S_W^{-1}(m1−m2).",tinh_toan
549,Định luật I Newton còn được gọi là:,tra_cuu
550,Một người nghe thấy hai âm có tần số lần lượt là 440 Hz và 442 Hz phát ra cùng lúc. Hiện tượng gì xảy ra và số nhịp đập trong 1 giây là bao nhiêu?,tinh_toan
551,Điều kiện cần và đủ để một vật rắn ở trạng thái cân bằng tĩnh là:,tra_cuu
552,Adam và RMSProp khác nhau ở đặc điểm nào?,tra_cuu
553,Ý nghĩa quan trọng nhất của mẫu nguyên tử Bohr là gì?,tra_cuu
554,Nội dung chính của tài liệu 'Public_110' nói về điều gì?,tra_cuu
555,Nội dung chính của bài báo nghiên cứu Public_108 là gì?,tra_cuu
556,"Theo tài liệu Public_102, nếu chuỗi đầu vào có 4 từ và mỗi từ có thể gán 3 nhãn khác nhau, tổng số cấu hình nhãn có thể có là bao nhiêu?",tra_cuu
557,"Theo tài liệu Public_111, hai thành phần cơ bản của mạng Bayes là gì?",tra_cuu
558,Những ứng dụng quan trọng của hiện tượng nhiễu xạ và phân cực ánh sáng là gì?,tra_cuu
559,Tính chất quan trọng nhất của đại lượng vectơ khi so sánh với đại lượng vô hướng là:,tra_cuu
560,Thuật toán nào được dùng để suy luận (tìm chuỗi nhãn tối ưu) trong Linear-Chain CRFs?,tra_cuu
561,"Hai điện tích điểm cùng dấu đặt cách nhau 
0,2m thì đẩy nhau bằng lực 
9N. Nếu giữ nguyên các điện tích đó nhưng tăng khoảng cách giữa chúng lên gấp đôi, thì lực tác dụng giữa chúng còn bao nhiêu?",tinh_toan
562,Phần 'Xác suất' trong tài liệu Public_117 chủ yếu trình bày nội dung gì?,tra_cuu
563,Tư tưởng xuyên suốt của ba định luật Newton trong cơ học cổ điển là:,tra_cuu
564,"Dựa vào nội dung tài liệu Public_131, hãy tính vận tốc sau va chạm của hai vật trong trường hợp một vật khối lượng 2 kg chuyển động với vận tốc 4 m/s va chạm trực diện, dính chặt vào một vật khối lượng 3 kg đang đứng yên.",tinh_toan
565,Đơn vị chuẩn của độ dài trong hệ SI hiện nay được định nghĩa dựa trên:,tra_cuu
566,"Dựa trên tài liệu Public_117, phát biểu nào đúng về hàm mật độ xác suất (pdf) của biến ngẫu nhiên liên tục x?",tra_cuu
567,"Dựa vào Document Index: Public_129, hãy trình bày công thức hoặc phương pháp tính gia tốc của một vật khi biết khối lượng, lực kéo ngang và hệ số ma sát trượt.",tra_cuu
568,"Một thanh đồng chất dài 4 m, khối lượng 40 kg được đặt nằm ngang trên hai giá đỡ ở hai đầu. Một vật nặng 20 kg được đặt tại điểm cách đầu trái của thanh 1 m. Hỏi phản lực của giá đỡ bên phải bằng bao nhiêu? (Lấy g = 10 m/s²).",tinh_toan
569,Tóm tắt nội dung chính của phần Linear-Chain CRFs trong tài liệu Public_102?,tra_cuu
570,"Nếu một HMM có 3 trạng thái ẩn (N=3) và chuỗi quan sát dài 4 bước (T=4), độ phức tạp của thuật toán Forward là bao nhiêu?",tinh_toan
571,Nội dung chính của tài liệu Public_116 là gì?,tra_cuu
572,Nội dung chính của thuật toán đàn kiến (ACO) là gì?,tra_cuu
573,Điện thế tại một điểm trong điện trường đặc trưng cho điều gì?,tra_cuu
574,Công thức marginal p(x)p(x)p(x) và conditional p(x∣y)p(x\mid y)p(x∣y) lần lượt là gì?,tra_cuu
575,Phương của vectơ mômen lực (τ) được xác định theo quy tắc nào?,tra_cuu
576,"Nếu một ảnh có nhiều khác biệt mức xám xuất hiện lặp lại, sau khi áp dụng LDR ảnh đầu ra sẽ có đặc điểm gì?",tra_cuu
577,Nội dung chính của phần 2 của tài liệu Public_121 là gì?,tra_cuu
578,Nội dung chính của phương pháp LDR trong tăng cường tương phản là gì?,tra_cuu
579,"Trong tài liệu Public_122, thuật toán được mô tả khôi phục chi tiết vùng tối bị mất bằng thành phần nào?",tra_cuu
580,Thuật toán nào thường được sử dụng để giải quyết bài toán Đánh giá và Học trong HMM?,tra_cuu
581,Tóm tắt nội dung chính của phần huấn luyện và suy luận Linear-Chain CRFs?,tra_cuu
582,Giả sử tại t=0 có 30 kiến ở B và 30 kiến ở D (theo ví dụ hình 2). Trung bình có bao nhiêu kiến từ nút B và từ nút D đi qua C khi chúng lựa chọn đường đi ngẫu nhiên?,tra_cuu
583,Giá trị của đo độ Hamming Loss trong trường hợp lí tưởng bằng bao nhiêu?,tra_cuu
584,Thuật toán nào có tỉ lệ nhận dạng đúng cao nhất trên tập MNIST?,tra_cuu
585,"Phân loại Naive Bayes đòi hỏi tính các xác suất điều kiện thành phần P(xi | cj) = nc / n. Trong một số trường hợp thực tế, nc có thể rất nhỏ, thậm chí = 0. Khi đó kĩ thuật nào sẽ được sử dụng?",tra_cuu
586,Mạng Bayes giải quyết vấn đề căn bản nào của các bài toán tìm kiếm liên quan đến sự không chắc chắn hoặc suy luận xác suất?,tra_cuu
587,"Khi ánh sáng mặt trời phản xạ trên mặt hồ, tại sao ta thường thấy ánh sáng chói bị giảm bớt khi đeo kính râm phân cực?",tra_cuu
588,CDR là viết tắt của chỉ số nào trong viễn thông?,tra_cuu
589,"Nếu mạng ghi nhận 1.000 cuộc gọi và 25 cuộc bị rớt, hãy tính Tỷ lệ rớt cuộc gọi (CDR).",tinh_toan
590,Thành phần nào trong học tăng cường đóng vai trò quyết định hành động để tối đa hóa phần thưởng?,tra_cuu
591,"Trong chuyển động tròn đều, lực nào giữ cho vật chuyển động theo quỹ đạo tròn và gia tốc nào luôn xuất hiện?",tra_cuu
592,Đặc trưng nào dưới đây định nghĩa một dao động điều hòa tắt?,tra_cuu
593,SASRec và BERT4Rec khác nhau chủ yếu ở những điểm nào?,tra_cuu
594,Ý nghĩa quan trọng của hiện tượng quang điện đối với vật lý hiện đại là gì?,tra_cuu
595,Trọng lực tác dụng lên một vật là gì?,tra_cuu
596,Đâu không phải là một ứng dụng thực tế của phân loại Naive Bayes?,tra_cuu
597,Hiện tượng nào là cơ sở của công nghệ sợi quang?,tra_cuu
598,Thành phần nào đảm bảo làm nổi bật các khác biệt mức xám xuất hiện thường xuyên trong thuật toán LDR?,tra_cuu
599,"Trong hiện tượng giao thoa sóng, (1) điều kiện về tần số của các nguồn dao động phải thế nào, và (2) đặc điểm của các điểm cực tiểu giao thoa ra sao?",tra_cuu
600,Nội dung chính của phần 1 tài liệu Public_107 về Gradient Descent là gì?,tra_cuu
601,"Trong lý thuyết điện trường, (1) định luật Coulomb mô tả điều gì, và (2) khái niệm điện trường được dùng để giải thích hiện tượng nào?",tra_cuu
602,"Trong cân bằng tịnh tiến, điều kiện nào phải thỏa mãn?",tra_cuu
603,Phương pháp đánh giá các mô hình phân lớp đa nhãn (MLL) được nhắc tới trong tài liệu là gì?,tra_cuu
604,Histogram Equalization (HE) và Contextual Visual Contrast (CVC) có hạn chế gì?,tra_cuu
605,"Thuật toán nào được sử dụng cho: (1) Tính xác suất chuỗi quan sát, (2) Tìm chuỗi trạng thái tối ưu?",tinh_toan
606,Ưu điểm và nhược điểm chính của RNN là gì?,tra_cuu
607,Công cơ học dương xảy ra trong trường hợp nào và công cơ học âm xảy ra trong trường hợp nào?,tra_cuu
608,Hệ thống Ant Colony System (ACS) và Max-Min Ant System (MMAS) có điểm gì nổi bật?,tra_cuu
609,Tọa độ góc trong chuyển động quay của vật rắn có vai trò tương tự như đại lượng nào trong chuyển động tịnh tiến?,tra_cuu
610,Kiến trúc SASRec dựa trên mô hình nào?,tra_cuu
611,"Với hàm f(x)=x2+5sin⁡(x)f(x) = x^2 + 5\sin(x)f(x)=x2+5sin(x), đạo hàm là f′(x)=2x+5cos⁡(x)f'(x) = 2x + 5\cos(x)f′(x)=2x+5cos(x). Nếu khởi tạo x0=−5x_0 = -5x0​=−5, learning rate η=0.1\eta = 0.1η=0.1, thuật toán hội tụ sau khoảng bao nhiêu vòng lặp theo tài liệu?",tinh_toan
612,Điểm then chốt để phân biệt va chạm đàn hồi và va chạm mềm là:,tra_cuu
613,Nội dung chính phần 2 của tài liệu HMM (Public_105) là gì?,tra_cuu
614,Ai là người đề xuất mẫu nguyên tử dựa trên quỹ đạo dừng và bức xạ/thu năng lượng rời rạc?,tra_cuu
615,"Một học sinh ngồi trên ghế xoay cầm hai quả tạ 3 kg, ban đầu dang tay ra cách trục 1,0 m và quay với tốc độ góc 0,75 rad/s. Khi co tay lại còn cách 0,3 m, hãy cho biết tốc độ góc mới so với ban đầu:",tinh_toan
616,"Theo tài liệu Public_113, ý tưởng cốt lõi của RNN là gì?",tra_cuu
617,Quang phổ liên tục được tạo thành trong điều kiện nào?,tra_cuu
618,"Theo tài liệu Public_144, nguyên tắc quan trọng cần nhớ khi nghiên cứu về điện trường là gì?",tra_cuu
619,Nhiễu xạ ánh sáng là gì?,tra_cuu
620,Định luật vạn vật hấp dẫn do Newton phát biểu năm nào?,tra_cuu
621,Hiệu điện thế giữa hai điểm trong điện trường là gì?,tra_cuu
622,"Khi nào sóng dừng hình thành, theo tài liệu Public_142?",tra_cuu
623,Đặc điểm nào định nghĩa chuyển động tròn đều?,tra_cuu
624,"Trong PCA, công thức của ma trận hiệp phương sai SSS và toạ độ sau khi chiếu Z (trên K thành phần chính) lần lượt là gì?",tra_cuu
625,Đơn vị chuẩn của thời gian (giây) hiện nay được định nghĩa dựa trên:,tra_cuu
626,Nội dung chính của tài liệu Public_115 đề xuất điều gì?,tra_cuu
627,Nội dung chính của tài liệu về CNN tập trung vào vấn đề gì?,tra_cuu
628,"Với một câu đầu vào có 4 từ và mỗi từ có thể gán 4 nhãn khác nhau (v, n, p, d), tổng số chuỗi nhãn *có thể có* mà thuật toán Viterbi xem xét là bao nhiêu?",tra_cuu
629,Định luật vạn vật hấp dẫn của Newton giải thích những hiện tượng nào?,tra_cuu
630,Động lượng của một vật phụ thuộc trực tiếp vào:,tra_cuu
631,CSSR phản ánh điều gì trong chất lượng mạng?,tra_cuu
632,Nội dung chính của phần 1 trong tài liệu Public_111 là gì?,tra_cuu
633,“Learning rate” (ký hiệu η\etaη) trong Gradient Descent có vai trò gì?,tra_cuu
634,“Mômen động lượng của một vật rắn quay quanh trục z được xác định bởi đại lượng nào và điều kiện nào khiến nó được bảo toàn?”,tra_cuu
635,"Trong âm học, (1) đặc trưng nào quyết định độ to nhỏ của âm, và (2) đặc trưng nào quyết định âm sắc?",tra_cuu
636,Đặc trưng vật lý nào quyết định độ cao (trầm hay bổng) của âm?,tra_cuu
637,Thuật toán nào thường dùng để giải quyết bài toán giải mã cho các mã sửa lỗi?,tra_cuu
638,GRU4Rec và BERT4Rec khác nhau chủ yếu ở điểm nào?,tra_cuu
639,"Với một HMM có N trạng thái và chuỗi quan sát độ dài T, độ phức tạp của thuật toán Viterbi là bao nhiêu?",tra_cuu
640,"Trong tài liệu Public_146, bản chất ánh sáng được khẳng định như thế nào?",tra_cuu
641,LDR là viết tắt của gì trong xử lý ảnh?,tra_cuu
642,"Một vật rắn ở trạng thái cân bằng tĩnh phải thỏa mãn điều kiện nào, và trong cân bằng quay thì gia tốc góc của vật có giá trị bao nhiêu?",tinh_toan
643,"Theo tài liệu Public_142, tại nút sóng của sóng dừng có đặc điểm gì?",tra_cuu
644,Các yếu tố nào được sử dụng để tính bản đồ trọng số (weight map) trong bước multi-exposure fusion?,tra_cuu
645,Nguyên lý bảo toàn mômen động lượng phát biểu những gì?,tra_cuu
646,"Theo tài liệu Public_131, định luật bảo toàn động lượng khẳng định điều gì trong hệ cô lập?",tra_cuu
647,"Theo tài liệu Public_140, sóng cơ học là gì?",tra_cuu
648,Thuật toán Q-Learning là thuộc loại nào trong học tăng cường?,tra_cuu
649,"Cho 5 đối tượng được xếp hạng tương ứng là A, C, E, D, B; một xếp hạng của đối tượng cần đánh giá là A, E, B, D, C. Tính chỉ số MAP (Mean Average Precision) theo công thức được cho trong tài liệu Public_121.",tinh_toan
650,Các ứng dụng thực tế của hiện tượng giao thoa sóng trong nghiên cứu khoa học và kỹ thuật được trình bày trong tài liệu Public_141 là gì?,tra_cuu
651,Bộ dữ liệu CIFAR-10 gồm bao nhiêu hình ảnh dùng cho huấn luyện?,tra_cuu
652,"Một vật chuyển động tròn đều bán kính 2 m, tốc độ góc 10 rad/s. Hãy tính vận tốc dài của vật.",tinh_toan
653,Công thức tính kích thước đầu ra (W2) trong phép tích chập phụ thuộc vào những yếu tố nào?,tra_cuu
654,Ứng dụng của hiệu điện thế trong việc truyền tải và phân phối điện năng là gì?,tra_cuu
655,Linear-Chain CRFs thường được áp dụng trong bài toán nào?,tra_cuu
656,"Trong thiết kế tập trung, node nào chịu trách nhiệm tổng hợp gradient và cập nhật tham số mô hình?",tra_cuu
657,"Sử dụng thông tin từ tài liệu Public_126, hãy cho biết quãng đường ánh sáng đi được trong chân không trong 1 microsecond (1 µs = 10⁻⁶ s).",tra_cuu
658,Đơn vị của áp suất trong hệ SI là gì?,tra_cuu
659,Ai là người đầu tiên đưa ra bằng chứng thực nghiệm rõ ràng về bản chất sóng của ánh sáng?,tra_cuu
660,"Trong hệ tọa độ cực, điểm được mô tả bằng những yếu tố nào và hệ tọa độ Descartes mô tả điểm bằng những yếu tố nào?",tra_cuu
661,Đặc điểm đặc biệt của thuộc tính được chọn C(max) trong Naive Bayes theo Public_112 là gì?,tra_cuu
662,"Trong mẫu Bohr, electron chuyển động quanh hạt nhân theo các quỹ đạo như thế nào?",tra_cuu
663,"Trong dao động điều hòa, (1) điều kiện nào để gọi là dao động điều hòa, và (2) đặc điểm của lực hồi phục là gì?",tra_cuu
664,Tóm tắt nội dung chính của văn bản,tra_cuu
665,"Trong chuyển động tròn đều, gia tốc hướng tâm của vật luôn:",tra_cuu
666,Cơ sở của động lực học quay quanh trục cố định được xây dựng trên mối quan hệ nào?,tra_cuu
667,"Trong dao động điều hòa đơn giản của hệ con lắc lò xo (khối lượng m, độ cứng lò xo k), tần số góc ω phụ thuộc vào đại lượng nào?",tra_cuu
668,Thuật toán BFS có độ phức tạp và yêu cầu bộ nhớ như thế nào?,tra_cuu
669,Tìm tài liệu mô tả cơ chế hoạt động của hệ thống truyền lực tạo ra gia tốc khi ô tô tăng tốc và cơ chế hoạt động của hệ thống lái cùng hệ thống treo khi ô tô đổi hướng.,tra_cuu
670,"Trong thiết kế phân tán, cơ chế Allgather dùng để làm gì và ưu điểm chính của thiết kế này là gì?",tra_cuu
671,"Trong trạng thái tĩnh, chất lưu tác dụng lực theo hướng nào lên bề mặt vật?",tra_cuu
672,"Trong chuyển động quay, đại lượng nào đặc trưng cho mức “lười” quay của vật và định lý nào được dùng để tính mômen quán tính khi trục quay không đi qua trọng tâm?",tra_cuu
673,"Nếu một chuỗi có độ dài quá lớn gây ra vấn đề gradient vanish/explode, mô hình nào trong tài liệu Public_109 được thiết kế để giải quyết vấn đề này?",tra_cuu
674,Ứng dụng quan trọng của hiện tượng sóng dừng trong thực tế là gì?,tra_cuu
675,"Một vật khối lượng  m=0,5 kg được treo vào lò xo có độ cứng 
k=200 N/m. Tính chu kỳ T của dao động điều hòa (lấy π≈3,1416).",tinh_toan
676,Tính chất đầy đủ của thuật toán BFS được hiểu như thế nào?,tra_cuu
677,Gradient Descent (GD) cập nhật tham số theo quy tắc nào đối với hàm một biến?,tra_cuu
678,"Một mũi khoan nhỏ mất thời gian Δt để dừng hẳn do mômen ma sát. Nếu thay bằng mũi khoan lớn có mômen quán tính gấp đôi, cùng tốc độ góc ban đầu và cùng mômen ma sát, thì thời gian để dừng lại sẽ là:",tinh_toan
679,"Trong thí nghiệm giao thoa sóng mặt nước với hai nguồn kết hợp cùng pha cách nhau 
10cm, bước sóng của sóng là 2cm. Một điểm M nằm trên đường trung trực của hai nguồn. Tại M sẽ xảy ra hiện tượng gì?",tra_cuu
680,"Nếu có 4 worker trong thiết kế phân tán, mỗi worker tính được gradient ∇L(θ)i\nabla L(\theta)_i. Khi dùng cơ chế trung bình, gradient tổng hợp sẽ được tính như thế nào?",tra_cuu
681,"Theo tài liệu Public_147, một kim loại có công thoát là 2 eV. Nếu chiếu ánh sáng có năng lượng photon đúng bằng 2 eV, thì electron có bật ra không và động năng cực đại bằng bao nhiêu?",tra_cuu
682,"Nếu robot ở trạng thái st nhận phần thưởng tức thời rt = 5, hằng số chiết khấu γ = 0.9, và giá trị Q kỳ vọng của trạng thái kế tiếp là 10, thì giá trị cập nhật Q mới theo Q-Learning sẽ là bao nhiêu (giả sử Q cũ = 0)?",tinh_toan
683,Nội dung chính về BFS trong tài liệu Public_106 là gì?,tra_cuu
684,Mục tiêu cốt lõi của PCA là gì?,tra_cuu
685,Tầng POOL trong CNN có mục đích chính là gì?,tra_cuu
686,"Sử dụng kiến thức từ Tài liệu Public_133, hãy xác định lực mà mỗi giá đỡ tác dụng lên thanh đồng chất dài 2m, khối lượng 10kg, đặt nằm ngang và tựa trên hai giá đỡ tại hai đầu, với trọng lượng thanh tác dụng tại trọng tâm.",tra_cuu
687,Sự khác biệt giữa Feature Map và Activation Map là gì?,tra_cuu
688,"Một điểm có tọa độ Descartes (−3,5;−2,5)(-3,5 ; -2,5)(−3,5;−2,5) m. Hãy xác định tọa độ cực (r, θ) của điểm này.",tinh_toan
689,"Theo thực nghiệm của Millikan, điện tích có tính chất cơ bản nào?",tra_cuu
690,Tác dụng chính của lực hướng tâm trong chuyển động tròn đều là gì?,tra_cuu
691,"Dựa vào tài liệu Public_139, hãy trình bày khái niệm, phương trình dao động và đặc điểm năng lượng của dao động điều hòa.",tra_cuu
692,"Trong điện học, (1) đại lượng nào đặc trưng cho khả năng sinh công của điện trường tại một điểm, và (2) hiệu điện thế có ý nghĩa gì đối với chuyển động của điện tích?",tra_cuu
693,Không gian màu HVI được thiết kế nhằm mục đích chính nào?,tra_cuu
694,Các ứng dụng quan trọng của sóng cơ học trong đời sống và kỹ thuật là gì?,tra_cuu
695,Phát biểu nào đúng về số chiều tối đa sau khi áp dụng multi-class LDA với C lớp?,tra_cuu
696,Nội dung chính của tài liệu Public_122 là gì?,tra_cuu
697,Hệ thức nào về hàm mật độ/phân phối đồng thời là đúng khi hai biến ngẫu nhiên xxx và yyy độc lập?,tra_cuu
698,Một vật có khối lượng 2 kg chuyển động với vận tốc 5 m/s. Động năng của vật bằng:,tinh_toan
699,"Với mức độ rẽ nhánh là b và độ sâu lời giải d, độ phức tạp bộ nhớ của thuật toán BFS là gì?",tra_cuu
700,"Trong thuật toán ACO, ký hiệu nào biểu diễn thông tin kinh nghiệm (heuristic information)?",tra_cuu
701,Ai là người đầu tiên giới thiệu hệ thống Ant System (AS) trong luận văn năm 1992?,tra_cuu
702,Q-Learning và SARSA khác nhau chủ yếu ở điểm nào?,tra_cuu
703,"Trong thuật toán BFS, mỗi trạng thái sinh ra b trạng thái kề. Từ nút gốc sẽ sinh ra b nút với độ sâu 1, các nút này lại sinh ra b2 nút với độ sâu 2,... Giả sử nút đích của bài toán nằm ở độ sâu d. Tổng số nút cần mở rộng để tìm ra nút đích là bao nhiêu?",tinh_toan
704,CRFs mô hình hóa loại xác suất nào?,tra_cuu
705,Hiện tượng quang phổ được ứng dụng chủ yếu để làm gì trong khoa học và kỹ thuật?,tra_cuu
706,"Trong multi-class LDA, các ma trận within-class và between-class là gì?",tra_cuu
707,Chuẩn-2 (spectral norm) của ma trận A được định nghĩa tương đương với đại lượng nào?,tra_cuu
708,Cổng nào trong GRU quyết định mức độ ảnh hưởng của trạng thái trước đó lên trạng thái mới?,tra_cuu
709,Các ứng dụng thực tiễn quan trọng của định luật Pascal trong đời sống và kỹ thuật là gì?,tra_cuu
710,"Yếu tố giữ vai trò quyết định trong việc phân loại cân bằng bền, cân bằng không bền và cân bằng phiếm định là:",tra_cuu
711,Đơn vị của gia tốc hướng tâm trong hệ SI là:,tra_cuu
712,Điện tích dương và điện tích âm có tính chất gì khi tương tác với nhau?,tra_cuu
713,"Một vật nặng 10 kg đặt trên mặt đất chịu tác dụng của trọng lực khoảng bao nhiêu? (Lấy g≈9,8m/s2)",tinh_toan
714,"Nếu ảnh gốc có 3 kênh RGB với giá trị tại 1 điểm ảnh lần lượt là (120, 90, 60), thì giá trị Intensity Map theo định nghĩa trong HVI là bao nhiêu?",tinh_toan
715,"Trong Linear Regression, hàm mất mát và đạo hàm theo công thức trong tài liệu Public_107 lần lượt là gì?",tra_cuu
716,Một ô tô chạy trên đường vòng bán kính 50 m với tốc độ 36 km/h. Hỏi gia tốc hướng tâm của ô tô là bao nhiêu?,tinh_toan
717,Mục tiêu của quá trình huấn luyện Linear-Chain CRFs là gì?,tra_cuu
718,Nhược điểm của thuật toán K láng giềng trong học đa nhãn là gì?,tra_cuu
719,"Trong ứng dụng phân loại văn bản, hai vấn đề chủ yếu cần giải quyết khi sử dụng phân loại Naive Bayes là gì?",tinh_toan
720,Thành phần nào mô tả xác suất chuyển giữa các trạng thái ẩn trong HMM?,tra_cuu
