index,question,intent,question_gen
563,Tư tưởng xuyên suốt của ba định luật Newton trong cơ học cổ điển là:,tra_cuu,"Khi không có lực tác động, một vật sẽ có trạng thái gì nếu được quan sát từ hệ qui chiếu quán tính?"
564,"Dựa vào nội dung tài liệu Public_131, hãy tính vận tốc sau va chạm của hai vật trong trường hợp một vật khối lượng 2 kg chuyển động với vận tốc 4 m/s va chạm trực diện, dính chặt vào một vật khối lượng 3 kg đang đứng yên.",tinh_toan,"Dựa vào nội dung tài liệu Public_131, hãy cho biết trong trường hợp nào động lượng của hệ được bảo toàn nhưng tổng động năng không được bảo toàn?"
565,Đơn vị chuẩn của độ dài trong hệ SI hiện nay được định nghĩa dựa trên:,tra_cuu,Đơn vị mét trong hệ SI hiện nay được định nghĩa dựa trên điều gì?
566,"Dựa trên tài liệu Public_117, phát biểu nào đúng về hàm mật độ xác suất (pdf) của biến ngẫu nhiên liên tục x?",tra_cuu,Hàm mật độ xác suất p(x) của một biến ngẫu nhiên liên tục có thể nhận giá trị nào?
567,"Dựa vào Document Index: Public_129, hãy trình bày công thức hoặc phương pháp tính gia tốc của một vật khi biết khối lượng, lực kéo ngang và hệ số ma sát trượt.",tinh_toan,"Dựa vào Document Index: Public_129, hãy trình bày công thức tính toán gia tốc của một vật khi biết trọng lượng, lực kéo ngang và hệ số ma sát trượt."
569,Tóm tắt nội dung chính của phần Linear-Chain CRFs trong tài liệu Public_102?,tra_cuu,Linear-Chain CRFs được định nghĩa trong trường hợp nào và có cấu trúc đồ thị ra sao?
570,"Nếu một HMM có 3 trạng thái ẩn (N=3) và chuỗi quan sát dài 4 bước (T=4), độ phức tạp của thuật toán Forward là bao nhiêu?",tinh_toan,Độ phức tạp tính toán của thuật toán Forward trong mô hình HMM với số trạng thái ẩn là 3 và chuỗi quan sát dài 4 bước là bao nhiêu?
572,Nội dung chính của thuật toán đàn kiến (ACO) là gì?,tra_cuu,Nội dung chủ yếu của thuật toán ACO được lấy cảm hứng từ điều gì trong tự nhiên?
573,Điện thế tại một điểm trong điện trường đặc trưng cho điều gì?,tra_cuu,Điện thế tại một điểm trong điện trường phản ánh điều gì liên quan đến công của lực điện trường?
574,Công thức marginal p(x)p(x)p(x) và conditional p(x∣y)p(x\mid y)p(x∣y) lần lượt là gì?,tra_cuu,"Xác suất có điều kiện p(x | y = y*) được tính như thế nào dựa trên xác suất chung p(x, y)?"
576,"Nếu một ảnh có nhiều khác biệt mức xám xuất hiện lặp lại, sau khi áp dụng LDR ảnh đầu ra sẽ có đặc điểm gì?",tra_cuu,"Nếu áp dụng hàm biến đổi x lên ảnh đầu vào, điều gì sẽ xảy ra với độ tương phản của ảnh?"
578,Nội dung chính của phương pháp LDR trong tăng cường tương phản là gì?,tra_cuu,Nội dung cốt lõi của phương pháp LDR trong tăng cường tương phản là gì?
580,Thuật toán nào thường được sử dụng để giải quyết bài toán Đánh giá và Học trong HMM?,tra_cuu,Thuật toán nào được sử dụng để tính xác suất của chuỗi quan sát trong mô hình HMM?
581,Tóm tắt nội dung chính của phần huấn luyện và suy luận Linear-Chain CRFs?,tra_cuu,Mô tả cách thức hoạt động của thuật toán Viterbi trong suy luận Linear-Chain CRFs?
582,Giả sử tại t=0 có 30 kiến ở B và 30 kiến ở D (theo ví dụ hình 2). Trung bình có bao nhiêu kiến từ nút B và từ nút D đi qua C khi chúng lựa chọn đường đi ngẫu nhiên?,tinh_toan,"Tại thời điểm t=1, số lượng kiến mong muốn đi đến C từ B và D là bao nhiêu con tổng cộng?"
583,Giá trị của đo độ Hamming Loss trong trường hợp lí tưởng bằng bao nhiêu?,tra_cuu,Giá trị lý tưởng của Hamming Loss là bao nhiêu?
584,Thuật toán nào có tỉ lệ nhận dạng đúng cao nhất trên tập MNIST?,tra_cuu,Thuật toán nào đạt tỉ lệ nhận diện chính xác cao nhất trên tập dữ liệu MNIST?
585,"Phân loại Naive Bayes đòi hỏi tính các xác suất điều kiện thành phần P(xi | cj) = nc / n. Trong một số trường hợp thực tế, nc có thể rất nhỏ, thậm chí = 0. Khi đó kĩ thuật nào sẽ được sử dụng?",tra_cuu,"Khi giá trị *n<sup>c</sup>* bằng không trong phân loại Naive Bayes, kỹ thuật nào được áp dụng để khắc phục vấn đề tính xác suất điều kiện?"
586,Mạng Bayes giải quyết vấn đề căn bản nào của các bài toán tìm kiếm liên quan đến sự không chắc chắn hoặc suy luận xác suất?,tra_cuu,Mạng Bayes giúp giải quyết vấn đề gì trong việc tính toán xác suất điều kiện khi có nhiều biến ngẫu nhiên?
590,Thành phần nào trong học tăng cường đóng vai trò quyết định hành động để tối đa hóa phần thưởng?,tra_cuu,Thành phần nào trong học tăng cường giúp tác nhân quyết định hành động với mục tiêu tối đa hóa giá trị phần thưởng?
591,"Trong chuyển động tròn đều, lực nào giữ cho vật chuyển động theo quỹ đạo tròn và gia tốc nào luôn xuất hiện?",tra_cuu,"Trong chuyển động tròn không đều, ngoài lực nào giữ vật chuyển động theo quỹ đạo, gia tốc nào cũng sẽ xuất hiện?"
593,SASRec và BERT4Rec khác nhau chủ yếu ở những điểm nào?,tra_cuu,BERT4Rec cải tiến gì so với SASRec trong việc học biểu diễn ngữ cảnh?
595,Trọng lực tác dụng lên một vật là gì?,tra_cuu,Trọng lực của Trái Đất tác động lên một vật có khối lượng m được tính bằng công thức nào?
596,Đâu không phải là một ứng dụng thực tế của phân loại Naive Bayes?,tra_cuu,Ứng dụng nào sau đây không được nêu trong phân loại Bayes đơn giản?
597,Hiện tượng nào là cơ sở của công nghệ sợi quang?,tra_cuu,Hiện tượng nào đóng vai trò quan trọng trong hoạt động của công nghệ sợi quang?
598,Thành phần nào đảm bảo làm nổi bật các khác biệt mức xám xuất hiện thường xuyên trong thuật toán LDR?,tra_cuu,Yếu tố nào giúp làm nổi bật các sự khác biệt về mức xám trong ảnh đầu ra theo thuật toán tối ưu hóa lớp?
599,"Trong hiện tượng giao thoa sóng, (1) điều kiện về tần số của các nguồn dao động phải thế nào, và (2) đặc điểm của các điểm cực tiểu giao thoa ra sao?",tra_cuu,"Trong hiện tượng giao thoa sóng, (1) tần số của các nguồn phát phải có đặc điểm gì, và (2) điều kiện để xác định các điểm tối trong giao thoa là gì?"
600,Nội dung chính của phần 1 tài liệu Public_107 về Gradient Descent là gì?,tra_cuu,Nội dung chính của phần 1 tài liệu Public_107 về thuật toán Gradient Descent là gì?
601,"Trong lý thuyết điện trường, (1) định luật Coulomb mô tả điều gì, và (2) khái niệm điện trường được dùng để giải thích hiện tượng nào?",tra_cuu,"Trong nghiên cứu về lực tĩnh điện, (1) định luật Coulomb quy định điều gì, và (2) khái niệm điện trường được sử dụng để giải thích hiện tượng nào?"
602,"Trong cân bằng tịnh tiến, điều kiện nào phải thỏa mãn?",tra_cuu,"Trong trạng thái cân bằng tĩnh của vật rắn, hai điều kiện nào cần được đáp ứng?"
603,Phương pháp đánh giá các mô hình phân lớp đa nhãn (MLL) được nhắc tới trong tài liệu là gì?,tra_cuu,Phương pháp nào được sử dụng để đánh giá mô hình phân lớp đa nhãn trong nghiên cứu?
604,Histogram Equalization (HE) và Contextual Visual Contrast (CVC) có hạn chế gì?,tra_cuu,Các phương pháp Histogram Equalization (HE) và Contextual Visual Contrast (CVC) gặp khó khăn gì trong việc cải thiện chất lượng hình ảnh?
605,"Thuật toán nào được sử dụng cho: (1) Tính xác suất chuỗi quan sát, (2) Tìm chuỗi trạng thái tối ưu?",tra_cuu,Thuật toán nào được áp dụng để tìm chuỗi trạng thái ẩn tối ưu trong một mô hình HMM?
608,Hệ thống Ant Colony System (ACS) và Max-Min Ant System (MMAS) có điểm gì nổi bật?,tra_cuu,Điểm nổi bật nào của thuật toán Max–Min Ant System (MMAS) so với các hệ thống khác trong việc cập nhật thông tin mùi?
609,Tọa độ góc trong chuyển động quay của vật rắn có vai trò tương tự như đại lượng nào trong chuyển động tịnh tiến?,tra_cuu,Độ dời góc trong chuyển động quay của vật rắn tương tự với đại lượng nào trong chuyển động thẳng?
610,Kiến trúc SASRec dựa trên mô hình nào?,tra_cuu,Mô hình nào được sử dụng làm nền tảng cho kiến trúc của SASRec?
611,"Với hàm f(x)=x2+5sin⁡(x)f(x) = x^2 + 5\sin(x)f(x)=x2+5sin(x), đạo hàm là f′(x)=2x+5cos⁡(x)f'(x) = 2x + 5\cos(x)f′(x)=2x+5cos(x). Nếu khởi tạo x0=−5x_0 = -5x0​=−5, learning rate η=0.1\eta = 0.1η=0.1, thuật toán hội tụ sau khoảng bao nhiêu vòng lặp theo tài liệu?",tinh_toan,"Khi khởi tạo x0=−5 và sử dụng learning rate η=0.01, thuật toán hội tụ đến gần nghiệm nhưng không đạt được đích sau bao nhiêu vòng lặp tối đa?"
612,Điểm then chốt để phân biệt va chạm đàn hồi và va chạm mềm là:,tra_cuu,Đặc điểm nổi bật để phân biệt giữa va chạm đàn hồi và va chạm không đàn hồi là gì?
613,Nội dung chính phần 2 của tài liệu HMM (Public_105) là gì?,tra_cuu,Các thành phần chính của mô hình HMM bao gồm những gì?
615,"Một học sinh ngồi trên ghế xoay cầm hai quả tạ 3 kg, ban đầu dang tay ra cách trục 1,0 m và quay với tốc độ góc 0,75 rad/s. Khi co tay lại còn cách 0,3 m, hãy cho biết tốc độ góc mới so với ban đầu:",tinh_toan,"Khi một học sinh đang ngồi trên ghế xoay tự do cầm hai quả tạ 3 kg, nếu khoảng cách từ trục quay đến tạ thay đổi từ 1,0 m xuống 0,3 m, hãy cho biết tốc độ góc mới của học sinh so với tốc độ góc ban đầu là bao nhiêu?"
616,"Theo tài liệu Public_113, ý tưởng cốt lõi của RNN là gì?",tra_cuu,"Theo tài liệu Public_113, RNN có đặc điểm gì nổi bật cho phép xử lý thông tin?"
618,"Theo tài liệu Public_144, nguyên tắc quan trọng cần nhớ khi nghiên cứu về điện trường là gì?",tra_cuu,"Theo tài liệu Public_144, điện trường được định nghĩa như thế nào trong mối liên hệ với điện tích?"
619,Nhiễu xạ ánh sáng là gì?,tra_cuu,Hiện tượng nào xảy ra khi ánh sáng đi qua một khe hẹp hoặc xung quanh vật cản?
620,Định luật vạn vật hấp dẫn do Newton phát biểu năm nào?,tra_cuu,Định luật vạn vật hấp dẫn của Newton được công bố vào năm nào?
621,Hiệu điện thế giữa hai điểm trong điện trường là gì?,tra_cuu,Cách tính hiệu điện thế giữa hai điểm A và B trong điện trường được biểu diễn bằng công thức nào?
624,"Trong PCA, công thức của ma trận hiệp phương sai SSS và toạ độ sau khi chiếu Z (trên K thành phần chính) lần lượt là gì?",tra_cuu,"Trong quá trình PCA, ma trận hiệp phương sai S được tính sau bước nào và công thức cho toạ độ mới Z là gì?"
625,Đơn vị chuẩn của thời gian (giây) hiện nay được định nghĩa dựa trên:,tra_cuu,Đơn vị giây được xác định dựa trên đặc tính dao động của nguyên tử nào sau đây?
629,Định luật vạn vật hấp dẫn của Newton giải thích những hiện tượng nào?,tra_cuu,Định luật vạn vật hấp dẫn của Newton đã giúp giải thích những quy luật nào liên quan đến chuyển động của các thiên thể trong vũ trụ?
630,Động lượng của một vật phụ thuộc trực tiếp vào:,tra_cuu,Động năng của một hệ trong va chạm có thể được bảo toàn hay không phụ thuộc vào loại va chạm nào?
633,“Learning rate” (ký hiệu η\etaη) trong Gradient Descent có vai trò gì?,tra_cuu,Vai trò của tốc độ học (η) trong thuật toán Stochastic Gradient Descent là gì?
634,“Mômen động lượng của một vật rắn quay quanh trục z được xác định bởi đại lượng nào và điều kiện nào khiến nó được bảo toàn?”,tra_cuu,"""Mômen động lượng của một hệ được bảo toàn khi nào và điều kiện gì cần có để hệ được coi là cô lập?"""
638,GRU4Rec và BERT4Rec khác nhau chủ yếu ở điểm nào?,tra_cuu,BERT4Rec khác với các mô hình gợi ý tuần tự truyền thống ở điểm nào?
639,"Với một HMM có N trạng thái và chuỗi quan sát độ dài T, độ phức tạp của thuật toán Viterbi là bao nhiêu?",tra_cuu,Độ phức tạp của thuật toán Viterbi cho một mô hình HMM với N trạng thái và chuỗi quan sát dài T là gì?
640,"Trong tài liệu Public_146, bản chất ánh sáng được khẳng định như thế nào?",tra_cuu,"Trong tài liệu Public_146, lý thuyết nào được xem là cơ sở cho sự thừa nhận chung về bản chất sóng của ánh sáng?"
641,LDR là viết tắt của gì trong xử lý ảnh?,tra_cuu,LDR là tên viết tắt của khái niệm nào trong kỹ thuật cải thiện độ tương phản hình ảnh?
642,"Một vật rắn ở trạng thái cân bằng tĩnh phải thỏa mãn điều kiện nào, và trong cân bằng quay thì gia tốc góc của vật có giá trị bao nhiêu?",tinh_toan,Một vật rắn ở trạng thái cân bằng tĩnh cần phải thỏa mãn điều kiện nào và gia tốc góc của nó có giá trị ra sao?
644,Các yếu tố nào được sử dụng để tính bản đồ trọng số (weight map) trong bước multi-exposure fusion?,tra_cuu,Các yếu tố nào được sử dụng để tính toán bản đồ trọng số trong quy trình hòa trộn hình ảnh đa phơi sáng?
645,Nguyên lý bảo toàn mômen động lượng phát biểu những gì?,tra_cuu,Nguyên lý nào khẳng định rằng mômen động lượng của một hệ cô lập là không đổi?
646,"Theo tài liệu Public_131, định luật bảo toàn động lượng khẳng định điều gì trong hệ cô lập?",tra_cuu,"Trong một hệ cô lập, điều gì về động lượng toàn phần của hệ sẽ giữ nguyên theo thời gian?"
647,"Theo tài liệu Public_140, sóng cơ học là gì?",tra_cuu,Sóng cơ (mechanical waves) cần yếu tố nào để tồn tại?
648,Thuật toán Q-Learning là thuộc loại nào trong học tăng cường?,tra_cuu,Q-Learning thuộc loại thuật toán nào trong lĩnh vực học tăng cường?
649,"Cho 5 đối tượng được xếp hạng tương ứng là A, C, E, D, B; một xếp hạng của đối tượng cần đánh giá là A, E, B, D, C. Tính chỉ số MAP (Mean Average Precision) theo công thức được cho trong tài liệu Public_121.",tinh_toan,"Tính chỉ số AP (Average Precision) cho xếp hạng đối tượng là **c, a, e**, d, b dựa trên các tỷ lệ P@1, P@2, P@3, P@4, P@5 đã cho trong đoạn văn."
650,Các ứng dụng thực tế của hiện tượng giao thoa sóng trong nghiên cứu khoa học và kỹ thuật được trình bày trong tài liệu Public_141 là gì?,tra_cuu,Các ứng dụng cụ thể của hiện tượng giao thoa sóng trong khoa học và công nghệ được nêu trong tài liệu Public_141 là gì?
651,Bộ dữ liệu CIFAR-10 gồm bao nhiêu hình ảnh dùng cho huấn luyện?,tra_cuu,Bộ dữ liệu CIFAR-10 có tổng cộng bao nhiêu hình ảnh?
652,"Một vật chuyển động tròn đều bán kính 2 m, tốc độ góc 10 rad/s. Hãy tính vận tốc dài của vật.",tinh_toan,Một vật rắn quay có tốc độ góc 10 rad/s và bán kính 2 m. Hãy xác định vận tốc tuyến tính của vật này.
653,Công thức tính kích thước đầu ra (W2) trong phép tích chập phụ thuộc vào những yếu tố nào?,tra_cuu,Các yếu tố nào ảnh hưởng đến việc tính toán kích thước đầu ra (W2) trong quá trình thực hiện tích chập?
654,Ứng dụng của hiệu điện thế trong việc truyền tải và phân phối điện năng là gì?,tra_cuu,Vai trò của dây dẫn siêu dẫn trong việc truyền tải điện là gì?
655,Linear-Chain CRFs thường được áp dụng trong bài toán nào?,tra_cuu,Linear-Chain CRFs thường được sử dụng để giải quyết bài toán nào trong xử lý ngôn ngữ tự nhiên?
656,"Trong thiết kế tập trung, node nào chịu trách nhiệm tổng hợp gradient và cập nhật tham số mô hình?",tra_cuu,Node nào đảm nhận việc tổng hợp thông tin từ các worker và điều chỉnh tham số mô hình trong thiết kế tập trung?
657,"Sử dụng thông tin từ tài liệu Public_126, hãy cho biết quãng đường ánh sáng đi được trong chân không trong 1 microsecond (1 µs = 10⁻⁶ s).",tinh_toan,Hãy cho biết định nghĩa của mét theo cách quang học được thiết lập vào năm 1983?
658,Đơn vị của áp suất trong hệ SI là gì?,tra_cuu,Đơn vị đo áp suất trong hệ SI được gọi là gì?
659,Ai là người đầu tiên đưa ra bằng chứng thực nghiệm rõ ràng về bản chất sóng của ánh sáng?,tra_cuu,Ai là người đầu tiên cung cấp bằng chứng thực nghiệm rõ ràng cho mô hình sóng của ánh sáng?
660,"Trong hệ tọa độ cực, điểm được mô tả bằng những yếu tố nào và hệ tọa độ Descartes mô tả điểm bằng những yếu tố nào?",tra_cuu,"Trong hệ tọa độ cực, các yếu tố nào được sử dụng để xác định vị trí của một điểm?"
661,Đặc điểm đặc biệt của thuộc tính được chọn C(max) trong Naive Bayes theo Public_112 là gì?,tra_cuu,Đặc điểm nổi bật của phương pháp phân loại Bayes đơn giản là gì?
662,"Trong mẫu Bohr, electron chuyển động quanh hạt nhân theo các quỹ đạo như thế nào?",tra_cuu,"Trong mô hình nguyên tử, electron di chuyển quanh hạt nhân theo hình thức nào?"
663,"Trong dao động điều hòa, (1) điều kiện nào để gọi là dao động điều hòa, và (2) đặc điểm của lực hồi phục là gì?",tra_cuu,"Trong dao động điều hòa, (1) nguyên tắc nào đảm bảo sự hồi phục của lực và (2) đặc điểm nào của lực đó trong mối quan hệ với độ dời?"
664,Tóm tắt nội dung chính của văn bản,tra_cuu,Những tổ chức nào đã có những nghiên cứu liên quan đến xử lý ngôn ngữ tiếng Việt?
666,Cơ sở của động lực học quay quanh trục cố định được xây dựng trên mối quan hệ nào?,tra_cuu,Cơ sở nào cho nguyên lý bảo toàn mômen động lượng trong hệ cô lập?
667,"Trong dao động điều hòa đơn giản của hệ con lắc lò xo (khối lượng m, độ cứng lò xo k), tần số góc ω phụ thuộc vào đại lượng nào?",tra_cuu,"Trong dao động điều hòa của một hệ thống lò xo, mối quan hệ giữa tần số góc ω và các yếu tố nào được thể hiện qua công thức nào?"
668,Thuật toán BFS có độ phức tạp và yêu cầu bộ nhớ như thế nào?,tra_cuu,Yêu cầu bộ nhớ của thuật toán tìm kiếm theo chiều rộng là bao nhiêu?
670,"Trong thiết kế phân tán, cơ chế Allgather dùng để làm gì và ưu điểm chính của thiết kế này là gì?",tra_cuu,"Trong mô hình phân tán, cơ chế Allgather hỗ trợ quá trình nào và điểm mạnh chính của mô hình này là gì?"
671,"Trong trạng thái tĩnh, chất lưu tác dụng lực theo hướng nào lên bề mặt vật?",tra_cuu,"Trong điều kiện chuẩn, áp suất tại điểm A và B trong ống thủy ngân là gì?"
672,"Trong chuyển động quay, đại lượng nào đặc trưng cho mức “lười” quay của vật và định lý nào được dùng để tính mômen quán tính khi trục quay không đi qua trọng tâm?",tra_cuu,"Trong chuyển động quay, định lý nào có thể được sử dụng để tính toán mômen quán tính đối với một trục quay bất kỳ?"
673,"Nếu một chuỗi có độ dài quá lớn gây ra vấn đề gradient vanish/explode, mô hình nào trong tài liệu Public_109 được thiết kế để giải quyết vấn đề này?",tra_cuu,Mô hình nào trong tài liệu Public_109 được phát triển để khắc phục hiện tượng gradient biến mất hoặc bùng nổ khi chuỗi có độ dài lớn?
675,"Một vật khối lượng  m=0,5 kg được treo vào lò xo có độ cứng 
k=200 N/m. Tính chu kỳ T của dao động điều hòa (lấy π≈3,1416).",tinh_toan,"Một vật có khối lượng m=0,5 kg treo vào lò xo với độ cứng k=200 N/m. Xác định chu kỳ T của dao động điều hòa (lấy π≈3,1416)."
676,Tính chất đầy đủ của thuật toán BFS được hiểu như thế nào?,tra_cuu,"Đặc điểm nào của thuật toán tìm kiếm theo chiều rộng đảm bảo rằng nếu bài toán có lời giải, nó sẽ tìm ra lời giải đó?"
677,Gradient Descent (GD) cập nhật tham số theo quy tắc nào đối với hàm một biến?,tra_cuu,Gradient Descent (GD) cập nhật tham số theo công thức nào trong trường hợp hàm một biến?
678,"Một mũi khoan nhỏ mất thời gian Δt để dừng hẳn do mômen ma sát. Nếu thay bằng mũi khoan lớn có mômen quán tính gấp đôi, cùng tốc độ góc ban đầu và cùng mômen ma sát, thì thời gian để dừng lại sẽ là:",tinh_toan,"Khi một vật rắn quay quanh trục cố định, công do ngoại lực tác động lên vật sẽ liên quan đến điều gì trong đoạn văn trên? (a) Động năng tịnh tiến (b) Động năng quay (c) Độ biến thiên động năng (d) Tất cả các yếu tố trên (e) Không liên quan gì."
679,"Trong thí nghiệm giao thoa sóng mặt nước với hai nguồn kết hợp cùng pha cách nhau 
10cm, bước sóng của sóng là 2cm. Một điểm M nằm trên đường trung trực của hai nguồn. Tại M sẽ xảy ra hiện tượng gì?",tra_cuu,"Tại điểm nào trong giao thoa sóng mặt nước, các sóng sẽ gặp nhau cùng pha và tạo ra vân sáng?"
680,"Nếu có 4 worker trong thiết kế phân tán, mỗi worker tính được gradient ∇L(θ)i\nabla L(\theta)_i. Khi dùng cơ chế trung bình, gradient tổng hợp sẽ được tính như thế nào?",tinh_toan,"Khi các node trong thiết kế phân tán chia sẻ gradient với nhau, Gradient tổng hợp sẽ được tính toán như thế nào?"
681,"Theo tài liệu Public_147, một kim loại có công thoát là 2 eV. Nếu chiếu ánh sáng có năng lượng photon đúng bằng 2 eV, thì electron có bật ra không và động năng cực đại bằng bao nhiêu?",tinh_toan,"Theo đoạn văn, nếu ánh sáng chiếu vào photodiode có năng lượng photon thấp thì kết quả là gì?"
682,"Nếu robot ở trạng thái st nhận phần thưởng tức thời rt = 5, hằng số chiết khấu γ = 0.9, và giá trị Q kỳ vọng của trạng thái kế tiếp là 10, thì giá trị cập nhật Q mới theo Q-Learning sẽ là bao nhiêu (giả sử Q cũ = 0)?",tinh_toan,"Nếu robot tại trạng thái st nhận phần thưởng tức thời rt = 5, hằng số chiết khấu γ = 0.9, và giá trị Q kỳ vọng của trạng thái tiếp theo là 10, thì phương trình cập nhật giá trị Q mới sẽ được tính như thế nào?"
683,Nội dung chính về BFS trong tài liệu Public_106 là gì?,tra_cuu,Nội dung chính về thuật toán tìm kiếm theo chiều rộng trong tài liệu Public_106 là gì?
684,Mục tiêu cốt lõi của PCA là gì?,tra_cuu,Mục đích chính của PCA là gì?
685,Tầng POOL trong CNN có mục đích chính là gì?,tra_cuu,Mục đích chính của tầng tổng hợp trong CNN là gì?
687,Sự khác biệt giữa Feature Map và Activation Map là gì?,tra_cuu,Sự khác biệt giữa Bản đồ đặc trưng và Bản đồ kích hoạt là gì?
688,"Một điểm có tọa độ Descartes (−3,5;−2,5)(-3,5 ; -2,5)(−3,5;−2,5) m. Hãy xác định tọa độ cực (r, θ) của điểm này.",tinh_toan,"Một điểm có tọa độ Descartes là (−3,5;−2,5) m. Tính giá trị của r và θ trong tọa độ cực của điểm này."
691,"Dựa vào tài liệu Public_139, hãy trình bày khái niệm, phương trình dao động và đặc điểm năng lượng của dao động điều hòa.",tra_cuu,Hãy mô tả đặc điểm của dao động điều hòa và viết phương trình lực tác dụng lên vật trong hệ dao động có lò xo.
692,"Trong điện học, (1) đại lượng nào đặc trưng cho khả năng sinh công của điện trường tại một điểm, và (2) hiệu điện thế có ý nghĩa gì đối với chuyển động của điện tích?",tra_cuu,"Trong điện học, (1) đại lượng nào biểu thị khả năng làm công của lực điện tại một điểm, và (2) sự thay đổi điện thế có ý nghĩa gì đối với sự di chuyển của điện tích?"
693,Không gian màu HVI được thiết kế nhằm mục đích chính nào?,tra_cuu,Không gian màu HVI được thiết kế để làm gì liên quan đến độ sáng và màu sắc?
695,Phát biểu nào đúng về số chiều tối đa sau khi áp dụng multi-class LDA với C lớp?,tra_cuu,Số chiều tối đa có thể đạt được sau khi sử dụng LDA cho bài toán phân loại nhiều lớp với C lớp là bao nhiêu?
697,Hệ thức nào về hàm mật độ/phân phối đồng thời là đúng khi hai biến ngẫu nhiên xxx và yyy độc lập?,tra_cuu,Hệ thức nào mô tả mối quan hệ giữa hàm mật độ/phân phối của hai biến ngẫu nhiên x và y khi chúng độc lập?
698,Một vật có khối lượng 2 kg chuyển động với vận tốc 5 m/s. Động năng của vật bằng:,tinh_toan,*Câu hỏi 9.2:* Động năng là đại lượng gì so với động lượng? (**a**) vô hướng (**b**) vecto (**c**) đồng nhất (**d**) không đủ thông tin để phát biểu.
699,"Với mức độ rẽ nhánh là b và độ sâu lời giải d, độ phức tạp bộ nhớ của thuật toán BFS là gì?",tra_cuu,Độ phức tạp bộ nhớ của thuật toán tìm kiếm theo chiều rộng là bao nhiêu khi xét đến mức độ rẽ nhánh b và độ sâu d?
700,"Trong thuật toán ACO, ký hiệu nào biểu diễn thông tin kinh nghiệm (heuristic information)?",tra_cuu,"Trong thuật toán ACO, ký hiệu nào đại diện cho thông tin kinh nghiệm ưu tiên di chuyển?"
701,Ai là người đầu tiên giới thiệu hệ thống Ant System (AS) trong luận văn năm 1992?,tra_cuu,Ai là tác giả chính đã giới thiệu thuật toán Ant System lần đầu tiên vào năm 1992?
702,Q-Learning và SARSA khác nhau chủ yếu ở điểm nào?,tra_cuu,SARSA và Q-Learning khác nhau chủ yếu ở khía cạnh nào liên quan đến chính sách học?
703,"Trong thuật toán BFS, mỗi trạng thái sinh ra b trạng thái kề. Từ nút gốc sẽ sinh ra b nút với độ sâu 1, các nút này lại sinh ra b2 nút với độ sâu 2,... Giả sử nút đích của bài toán nằm ở độ sâu d. Tổng số nút cần mở rộng để tìm ra nút đích là bao nhiêu?",tinh_toan,"Trong thuật toán tìm kiếm theo chiều rộng, nếu nút đích nằm ở độ sâu d, tổng số nút cần mở rộng để tìm ra nút đích là bao nhiêu, tính cả nút gốc?"
704,CRFs mô hình hóa loại xác suất nào?,tra_cuu,CRFs tập trung vào việc mô hình hóa xác suất nào giữa các biến ngẫu nhiên?
705,Hiện tượng quang phổ được ứng dụng chủ yếu để làm gì trong khoa học và kỹ thuật?,tra_cuu,Quang phổ hồng ngoại biến đổi Fourier được sử dụng chủ yếu để làm gì?
706,"Trong multi-class LDA, các ma trận within-class và between-class là gì?",tra_cuu,"Trong LDA đa lớp, công thức tổng quát của ma trận giữa lớp và ngoài lớp là gì?"
707,Chuẩn-2 (spectral norm) của ma trận A được định nghĩa tương đương với đại lượng nào?,tra_cuu,Singular value lớn nhất của ma trận A tương ứng với đại lượng nào?
708,Cổng nào trong GRU quyết định mức độ ảnh hưởng của trạng thái trước đó lên trạng thái mới?,tra_cuu,Cổng nào trong GRU kiểm soát mức độ ảnh hưởng của trạng thái trước đó khi tạo ra trạng thái mới?
709,Các ứng dụng thực tiễn quan trọng của định luật Pascal trong đời sống và kỹ thuật là gì?,tra_cuu,Các ứng dụng thực tiễn nổi bật của định luật Pascal bao gồm những gì?
711,Đơn vị của gia tốc hướng tâm trong hệ SI là:,tra_cuu,Đơn vị của gia tốc trong hệ SI là gì?
712,Điện tích dương và điện tích âm có tính chất gì khi tương tác với nhau?,tra_cuu,Điện tích trong một hệ cô lập sẽ có tính chất gì khi có sự chuyển giao giữa các vật thể?
713,"Một vật nặng 10 kg đặt trên mặt đất chịu tác dụng của trọng lực khoảng bao nhiêu? (Lấy g≈9,8m/s2)",tinh_toan,"Một vật có khối lượng 10 kg sẽ chịu tác dụng của lực hấp dẫn khoảng bao nhiêu khi đặt gần mặt đất (lấy g ≈ 9,8 m/s²)?"
714,"Nếu ảnh gốc có 3 kênh RGB với giá trị tại 1 điểm ảnh lần lượt là (120, 90, 60), thì giá trị Intensity Map theo định nghĩa trong HVI là bao nhiêu?",tinh_toan,"Nếu một điểm ảnh có giá trị RGB lần lượt là (150, 100, 50), thì giá trị lớn nhất được sử dụng để tính toán Bản đồ độ sáng là bao nhiêu?"
715,"Trong Linear Regression, hàm mất mát và đạo hàm theo công thức trong tài liệu Public_107 lần lượt là gì?",tra_cuu,Hàm mất mát trong mô hình hồi quy tuyến tính được sử dụng để đánh giá điều gì và hai loại hàm thường gặp là gì?
717,Mục tiêu của quá trình huấn luyện Linear-Chain CRFs là gì?,tra_cuu,Mục đích của việc tối ưu hóa các trọng số trong quá trình huấn luyện Linear-Chain CRFs là gì?
